cell,predictions,config,mse,nse
58,"2022-01-01    0.045508
2022-02-01    0.052103
2022-03-01    0.031125
2022-04-01    0.040064
2022-05-01    0.045894
2022-06-01    0.080429
2022-07-01    0.156058
2022-08-01    0.165879
2022-09-01    0.085003
2022-10-01    0.072569
2022-11-01    0.043927
2022-12-01    0.057368
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (0, 1, 0, 12), 'ct']",0.002677575,0.665301355
59,"2022-01-01    0.044724
2022-02-01    0.050485
2022-03-01    0.033030
2022-04-01    0.039247
2022-05-01    0.045926
2022-06-01    0.075929
2022-07-01    0.163045
2022-08-01    0.169173
2022-09-01    0.091225
2022-10-01    0.050229
2022-11-01    0.044886
2022-12-01    0.058676
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (0, 1, 0, 12), 'ct']",0.002418814,0.65661546
60,"2022-01-01    0.030453
2022-02-01    0.036084
2022-03-01    0.023094
2022-04-01    0.026755
2022-05-01    0.030178
2022-06-01    0.072604
2022-07-01    0.187893
2022-08-01    0.167217
2022-09-01    0.074620
2022-10-01    0.029031
2022-11-01    0.027958
2022-12-01    0.043385
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (0, 1, 0, 12), 'ct']",0.000917918,0.806229404
61,"2022-01-01    0.024904
2022-02-01    0.032060
2022-03-01    0.017119
2022-04-01    0.020384
2022-05-01    0.020022
2022-06-01    0.075981
2022-07-01    0.186430
2022-08-01    0.151987
2022-09-01    0.065648
2022-10-01    0.014721
2022-11-01    0.021480
2022-12-01    0.030865
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (0, 1, 0, 12), 'ct']",0.000883425,0.747378555
62,"2022-01-01    0.026436
2022-02-01    0.035377
2022-03-01    0.016148
2022-04-01    0.022831
2022-05-01    0.023183
2022-06-01    0.064011
2022-07-01    0.142814
2022-08-01    0.149398
2022-09-01    0.051756
2022-10-01    0.018971
2022-11-01    0.021104
2022-12-01    0.042693
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (0, 1, 0, 12), 'ct']",0.001136567,0.725149263
63,"2022-01-01    0.034411
2022-02-01    0.042290
2022-03-01    0.024862
2022-04-01    0.031829
2022-05-01    0.034343
2022-06-01    0.079532
2022-07-01    0.145660
2022-08-01    0.130245
2022-09-01    0.060922
2022-10-01    0.027197
2022-11-01    0.027904
2022-12-01    0.053054
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (0, 1, 0, 12), 'ct']",0.001866839,0.593686288
64,"2022-01-01    0.049280
2022-02-01    0.055613
2022-03-01    0.040008
2022-04-01    0.044875
2022-05-01    0.052745
2022-06-01    0.106928
2022-07-01    0.147972
2022-08-01    0.126350
2022-09-01    0.077280
2022-10-01    0.043542
2022-11-01    0.043107
2022-12-01    0.083364
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (0, 1, 0, 12), 'ct']",0.003185855,0.52938884
65,"2022-01-01    0.033015
2022-02-01    0.037694
2022-03-01    0.027898
2022-04-01    0.029798
2022-05-01    0.038002
2022-06-01    0.088547
2022-07-01    0.171237
2022-08-01    0.124762
2022-09-01    0.055386
2022-10-01    0.028636
2022-11-01    0.030225
2022-12-01    0.069947
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (0, 1, 0, 12), 'ct']",0.002055691,0.58890202
66,"2022-01-01    0.038522
2022-02-01    0.042010
2022-03-01    0.032897
2022-04-01    0.035567
2022-05-01    0.040700
2022-06-01    0.092260
2022-07-01    0.168887
2022-08-01    0.133939
2022-09-01    0.073685
2022-10-01    0.037902
2022-11-01    0.033103
2022-12-01    0.083652
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (0, 1, 0, 12), 'n']",0.001874043,0.60029414
67,"2022-01-01    0.029258
2022-02-01    0.035484
2022-03-01    0.025798
2022-04-01    0.027010
2022-05-01    0.034947
2022-06-01    0.053858
2022-07-01    0.114504
2022-08-01    0.093188
2022-09-01    0.090126
2022-10-01    0.052565
2022-11-01    0.039028
2022-12-01    0.049237
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (0, 1, 2, 12), 'ct']",0.001367193,0.557237714
68,"2022-01-01    0.034036
2022-02-01    0.036048
2022-03-01    0.024889
2022-04-01    0.026061
2022-05-01    0.030405
2022-06-01    0.037698
2022-07-01    0.098695
2022-08-01    0.084296
2022-09-01    0.078834
2022-10-01    0.046535
2022-11-01    0.032257
2022-12-01    0.034405
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (2, 1, 2, 12), 'c']",0.001400891,0.532534922
69,"2022-01-01    0.014686
2022-02-01    0.018866
2022-03-01    0.009047
2022-04-01    0.011337
2022-05-01    0.016163
2022-06-01    0.024936
2022-07-01    0.089040
2022-08-01    0.069709
2022-09-01    0.061983
2022-10-01    0.031203
2022-11-01    0.019973
2022-12-01    0.021430
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (0, 1, 2, 12), 'c']",0.000516789,0.638350694
70,"2022-01-01    0.020504
2022-02-01    0.024140
2022-03-01    0.026530
2022-04-01    0.019453
2022-05-01    0.025867
2022-06-01    0.042820
2022-07-01    0.099485
2022-08-01    0.074977
2022-09-01    0.054421
2022-10-01    0.042251
2022-11-01    0.036856
2022-12-01    0.033918
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 2, 12), 'ct']",0.000469538,0.643528767
71,"2022-01-01    0.017148
2022-02-01    0.020521
2022-03-01    0.011595
2022-04-01    0.017619
2022-05-01    0.024546
2022-06-01    0.043575
2022-07-01    0.093687
2022-08-01    0.076622
2022-09-01    0.052534
2022-10-01    0.033191
2022-11-01    0.024052
2022-12-01    0.026013
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 2, 12), 'ct']",0.001513781,0.45142269
72,"2022-01-01    0.010865
2022-02-01    0.015638
2022-03-01    0.009973
2022-04-01    0.014277
2022-05-01    0.021760
2022-06-01    0.058131
2022-07-01    0.081168
2022-08-01    0.064211
2022-09-01    0.060868
2022-10-01    0.033550
2022-11-01    0.029881
2022-12-01    0.024861
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 2, 12), 'ct']",0.000715825,0.522403523
73,"2022-01-01    0.011655
2022-02-01    0.017699
2022-03-01    0.016648
2022-04-01    0.018202
2022-05-01    0.023326
2022-06-01    0.059265
2022-07-01    0.080980
2022-08-01    0.068130
2022-09-01    0.065270
2022-10-01    0.037462
2022-11-01    0.035257
2022-12-01    0.027598
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (0, 1, 2, 12), 'ct']",0.000829242,0.552669297
74,"2022-01-01    0.007417
2022-02-01    0.022473
2022-03-01    0.030353
2022-04-01    0.030675
2022-05-01    0.047209
2022-06-01    0.074631
2022-07-01    0.118088
2022-08-01    0.098405
2022-09-01    0.045018
2022-10-01    0.018564
2022-11-01    0.017973
2022-12-01    0.018102
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (0, 1, 0, 12), 'ct']",0.001398535,0.480410898
75,"2022-01-01    0.011086
2022-02-01    0.020024
2022-03-01    0.032687
2022-04-01    0.030823
2022-05-01    0.035760
2022-06-01    0.068430
2022-07-01    0.134611
2022-08-01    0.104355
2022-09-01    0.045450
2022-10-01    0.020648
2022-11-01    0.015298
2022-12-01    0.016090
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 0, 12), 'ct']",0.001897488,0.571758282
76,"2022-01-01    0.004792
2022-02-01    0.020075
2022-03-01    0.026531
2022-04-01    0.024261
2022-05-01    0.035634
2022-06-01    0.066417
2022-07-01    0.126106
2022-08-01    0.093706
2022-09-01    0.046060
2022-10-01    0.017969
2022-11-01    0.009157
2022-12-01    0.012474
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (0, 1, 0, 12), 'ct']",0.002042567,0.427084412
77,"2022-01-01    0.008022
2022-02-01    0.022462
2022-03-01    0.021252
2022-04-01    0.019767
2022-05-01    0.033863
2022-06-01    0.059611
2022-07-01    0.130219
2022-08-01    0.088639
2022-09-01    0.041694
2022-10-01    0.019810
2022-11-01    0.008574
2022-12-01    0.010101
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (0, 1, 0, 12), 'ct']",0.002519961,0.369599051
78,"2022-01-01    0.010192
2022-02-01    0.029561
2022-03-01    0.040397
2022-04-01    0.028524
2022-05-01    0.034292
2022-06-01    0.062633
2022-07-01    0.104676
2022-08-01    0.064601
2022-09-01    0.051583
2022-10-01    0.049058
2022-11-01    0.017936
2022-12-01    0.020510
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 2), (1, 0, 0, 12), 't']",0.001603372,0.292345805
79,"2022-01-01    0.019764
2022-02-01    0.036853
2022-03-01    0.042178
2022-04-01    0.039314
2022-05-01    0.040330
2022-06-01    0.053356
2022-07-01    0.080532
2022-08-01    0.055131
2022-09-01    0.053336
2022-10-01    0.049291
2022-11-01    0.031512
2022-12-01    0.041994
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (0, 0, 2, 12), 't']",0.001953927,0.245787301
80,"2022-01-01    0.014634
2022-02-01    0.020617
2022-03-01    0.018697
2022-04-01    0.023601
2022-05-01    0.022451
2022-06-01    0.026483
2022-07-01    0.082890
2022-08-01    0.070343
2022-09-01    0.059251
2022-10-01    0.044792
2022-11-01    0.021728
2022-12-01    0.025215
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (1, 1, 2, 12), 'n']",0.002422651,0.284868439
81,"2022-01-01    0.016355
2022-02-01    0.015949
2022-03-01    0.017569
2022-04-01    0.024414
2022-05-01    0.023462
2022-06-01    0.025467
2022-07-01    0.081278
2022-08-01    0.069633
2022-09-01    0.062711
2022-10-01    0.044534
2022-11-01    0.023988
2022-12-01    0.025850
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (2, 1, 1, 12), 'n']",0.00178074,0.385301791
82,"2022-01-01    0.019617
2022-02-01    0.024937
2022-03-01    0.020644
2022-04-01    0.026865
2022-05-01    0.026512
2022-06-01    0.028178
2022-07-01    0.082172
2022-08-01    0.072545
2022-09-01    0.059562
2022-10-01    0.043397
2022-11-01    0.023175
2022-12-01    0.027735
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 1), (0, 1, 1, 12), 'n']",0.000631559,0.632591306
83,"2022-01-01    0.025236
2022-02-01    0.030735
2022-03-01    0.028255
2022-04-01    0.032722
2022-05-01    0.028278
2022-06-01    0.026694
2022-07-01    0.085360
2022-08-01    0.078266
2022-09-01    0.065192
2022-10-01    0.045534
2022-11-01    0.026942
2022-12-01    0.031433
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (2, 1, 1, 12), 'n']",0.002234679,0.467787921
84,"2022-01-01    0.026742
2022-02-01    0.032259
2022-03-01    0.028179
2022-04-01    0.032273
2022-05-01    0.031631
2022-06-01    0.029893
2022-07-01    0.086324
2022-08-01    0.074529
2022-09-01    0.062096
2022-10-01    0.043114
2022-11-01    0.025309
2022-12-01    0.029111
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (0, 1, 1, 12), 'n']",0.00155088,0.528544029
85,"2022-01-01    0.024600
2022-02-01    0.033476
2022-03-01    0.022769
2022-04-01    0.034163
2022-05-01    0.029540
2022-06-01    0.027035
2022-07-01    0.082160
2022-08-01    0.075096
2022-09-01    0.060136
2022-10-01    0.043772
2022-11-01    0.026625
2022-12-01    0.029374
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 2), (1, 1, 2, 12), 'n']",0.001199797,0.528337195
86,"2022-01-01    0.012138
2022-02-01    0.008265
2022-03-01    0.000601
2022-04-01   -0.004490
2022-05-01    0.004441
2022-06-01    0.109805
2022-07-01    0.205093
2022-08-01    0.200082
2022-09-01    0.177383
2022-10-01    0.054088
2022-11-01    0.022694
2022-12-01    0.009725
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (2, 1, 1, 12), 'n']",0.008040624,0.640249052
87,"2022-01-01    0.020741
2022-02-01    0.019035
2022-03-01    0.013709
2022-04-01    0.009598
2022-05-01    0.018381
2022-06-01    0.117435
2022-07-01    0.203335
2022-08-01    0.203359
2022-09-01    0.188156
2022-10-01    0.062835
2022-11-01    0.033042
2022-12-01    0.021591
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 0), (2, 1, 2, 12), 'n']",0.007508187,0.629660169
88,"2022-01-01    0.008644
2022-02-01    0.002153
2022-03-01    0.002076
2022-04-01    0.000337
2022-05-01    0.008290
2022-06-01    0.086218
2022-07-01    0.155587
2022-08-01    0.147734
2022-09-01    0.135526
2022-10-01    0.043470
2022-11-01    0.019535
2022-12-01    0.011382
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (2, 0, 2, 12), 'ct']",0.000330198,0.918298161
89,"2022-01-01    0.027523
2022-02-01    0.024902
2022-03-01    0.023563
2022-04-01    0.021624
2022-05-01    0.028495
2022-06-01    0.109172
2022-07-01    0.207583
2022-08-01    0.224461
2022-09-01    0.175638
2022-10-01    0.070914
2022-11-01    0.040828
2022-12-01    0.036716
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (1, 1, 1, 12), 'c']",0.006258897,0.706194855
90,"2022-01-01    0.033589
2022-02-01    0.018177
2022-03-01    0.020852
2022-04-01    0.018398
2022-05-01    0.023646
2022-06-01    0.098399
2022-07-01    0.204963
2022-08-01    0.206608
2022-09-01    0.156891
2022-10-01    0.061371
2022-11-01    0.034269
2022-12-01    0.028969
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (1, 1, 2, 12), 'c']",0.010338418,0.604780439
91,"2022-01-01    0.026788
2022-02-01    0.017895
2022-03-01    0.019359
2022-04-01    0.015901
2022-05-01    0.021599
2022-06-01    0.097713
2022-07-01    0.184704
2022-08-01    0.198031
2022-09-01    0.138871
2022-10-01    0.055643
2022-11-01    0.033097
2022-12-01    0.027452
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (0, 1, 2, 12), 'c']",0.009949604,0.585238143
92,"2022-01-01    0.034647
2022-02-01    0.031050
2022-03-01    0.032996
2022-04-01    0.027998
2022-05-01    0.033324
2022-06-01    0.090120
2022-07-01    0.184365
2022-08-01    0.198672
2022-09-01    0.148927
2022-10-01    0.061905
2022-11-01    0.044106
2022-12-01    0.036262
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (0, 1, 1, 12), 'c']",0.003427058,0.741154364
93,"2022-01-01    0.027879
2022-02-01    0.017477
2022-03-01    0.021925
2022-04-01    0.020686
2022-05-01    0.023756
2022-06-01    0.068990
2022-07-01    0.165531
2022-08-01    0.192406
2022-09-01    0.150352
2022-10-01    0.049179
2022-11-01    0.031031
2022-12-01    0.023289
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (1, 1, 2, 12), 'n']",0.006680773,0.599562025
94,"2022-01-01    0.025938
2022-02-01    0.015744
2022-03-01    0.020145
2022-04-01    0.017167
2022-05-01    0.023596
2022-06-01    0.067468
2022-07-01    0.159515
2022-08-01    0.175974
2022-09-01    0.135217
2022-10-01    0.049155
2022-11-01    0.031572
2022-12-01    0.023576
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (0, 1, 1, 12), 'c']",0.005771147,0.604610861
95,"2022-01-01    0.050730
2022-02-01    0.042020
2022-03-01    0.028880
2022-04-01    0.036709
2022-05-01    0.038087
2022-06-01    0.145794
2022-07-01    0.161561
2022-08-01    0.191557
2022-09-01    0.084712
2022-10-01    0.072387
2022-11-01    0.053751
2022-12-01    0.054324
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 0, 12), 'ct']",0.006922458,0.573956441
96,"2022-01-01    0.046667
2022-02-01    0.039920
2022-03-01    0.027700
2022-04-01    0.037628
2022-05-01    0.036926
2022-06-01    0.125823
2022-07-01    0.164359
2022-08-01    0.199574
2022-09-01    0.090059
2022-10-01    0.058052
2022-11-01    0.051875
2022-12-01    0.048607
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 2, 12), 'ct']",0.004663211,0.642697901
97,"2022-01-01    0.024439
2022-02-01    0.017492
2022-03-01    0.011882
2022-04-01    0.012757
2022-05-01    0.018289
2022-06-01    0.066559
2022-07-01    0.173475
2022-08-01    0.188043
2022-09-01    0.117363
2022-10-01    0.061614
2022-11-01    0.044749
2022-12-01    0.015904
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 1), (1, 1, 2, 12), 'c']",0.001889134,0.79192784
98,"2022-01-01    0.039719
2022-02-01    0.045175
2022-03-01    0.025367
2022-04-01    0.033509
2022-05-01    0.045651
2022-06-01    0.137393
2022-07-01    0.149445
2022-08-01    0.202377
2022-09-01    0.092639
2022-10-01    0.083792
2022-11-01    0.040974
2022-12-01    0.041827
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 0, 12), 'ct']",0.001820872,0.763016593
99,"2022-01-01    0.044026
2022-02-01    0.049269
2022-03-01    0.031036
2022-04-01    0.038894
2022-05-01    0.039263
2022-06-01    0.115593
2022-07-01    0.143454
2022-08-01    0.184786
2022-09-01    0.095029
2022-10-01    0.070863
2022-11-01    0.049488
2022-12-01    0.054835
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 0, 12), 'ct']",0.003738665,0.601980611
100,"2022-01-01    0.045582
2022-02-01    0.049964
2022-03-01    0.029018
2022-04-01    0.035894
2022-05-01    0.040810
2022-06-01    0.106777
2022-07-01    0.134515
2022-08-01    0.169394
2022-09-01    0.091494
2022-10-01    0.057955
2022-11-01    0.043447
2022-12-01    0.049640
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 2, 12), 'ct']",0.003522137,0.612171752
101,"2022-01-01    0.045915
2022-02-01    0.050829
2022-03-01    0.030324
2022-04-01    0.038737
2022-05-01    0.047380
2022-06-01    0.075885
2022-07-01    0.154433
2022-08-01    0.168400
2022-09-01    0.089126
2022-10-01    0.061879
2022-11-01    0.047839
2022-12-01    0.054497
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (0, 1, 0, 12), 'ct']",0.0024397,0.609086699
102,"2022-01-01    0.043499
2022-02-01    0.049055
2022-03-01    0.032470
2022-04-01    0.037485
2022-05-01    0.040441
2022-06-01    0.079400
2022-07-01    0.160695
2022-08-01    0.162280
2022-09-01    0.086444
2022-10-01    0.045215
2022-11-01    0.045433
2022-12-01    0.055427
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (0, 1, 0, 12), 'ct']",0.002151,0.630437773
103,"2022-01-01    0.020985
2022-02-01    0.025479
2022-03-01    0.013133
2022-04-01    0.012707
2022-05-01    0.016341
2022-06-01    0.080785
2022-07-01    0.156819
2022-08-01    0.134483
2022-09-01    0.057987
2022-10-01    0.007011
2022-11-01    0.012605
2022-12-01    0.030799
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (0, 1, 0, 12), 't']",0.000687012,0.756168178
104,"2022-01-01    0.019757
2022-02-01    0.023670
2022-03-01    0.011314
2022-04-01    0.014157
2022-05-01    0.011550
2022-06-01    0.074463
2022-07-01    0.158226
2022-08-01    0.128270
2022-09-01    0.057463
2022-10-01    0.008406
2022-11-01    0.011209
2022-12-01    0.022172
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (0, 1, 0, 12), 't']",0.000503315,0.816989568
105,"2022-01-01    0.031069
2022-02-01    0.038839
2022-03-01    0.022150
2022-04-01    0.027963
2022-05-01    0.032889
2022-06-01    0.062917
2022-07-01    0.130127
2022-08-01    0.148919
2022-09-01    0.054974
2022-10-01    0.024931
2022-11-01    0.026330
2022-12-01    0.036281
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (0, 1, 0, 12), 'ct']",0.001446119,0.657736487
106,"2022-01-01    0.030529
2022-02-01    0.038742
2022-03-01    0.022873
2022-04-01    0.027765
2022-05-01    0.038536
2022-06-01    0.071655
2022-07-01    0.130437
2022-08-01    0.143713
2022-09-01    0.061587
2022-10-01    0.025291
2022-11-01    0.024959
2022-12-01    0.038399
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (0, 1, 0, 12), 'ct']",0.001885571,0.64419509
107,"2022-01-01    0.034718
2022-02-01    0.041165
2022-03-01    0.027324
2022-04-01    0.031927
2022-05-01    0.039874
2022-06-01    0.077406
2022-07-01    0.147571
2022-08-01    0.137370
2022-09-01    0.072104
2022-10-01    0.030101
2022-11-01    0.029683
2022-12-01    0.056488
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 0, 12), 'ct']",0.00258137,0.591205244
108,"2022-01-01    0.036450
2022-02-01    0.045625
2022-03-01    0.029367
2022-04-01    0.036847
2022-05-01    0.043492
2022-06-01    0.082603
2022-07-01    0.146789
2022-08-01    0.135106
2022-09-01    0.070435
2022-10-01    0.036737
2022-11-01    0.035279
2022-12-01    0.076117
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (0, 1, 0, 12), 'ct']",0.002721825,0.546615561
109,"2022-01-01    0.032823
2022-02-01    0.033417
2022-03-01    0.027969
2022-04-01    0.031173
2022-05-01    0.038116
2022-06-01    0.085847
2022-07-01    0.159590
2022-08-01    0.118687
2022-09-01    0.068584
2022-10-01    0.030528
2022-11-01    0.033520
2022-12-01    0.070319
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (0, 1, 0, 12), 'ct']",0.002518506,0.522634777
110,"2022-01-01    0.034243
2022-02-01    0.034091
2022-03-01    0.025579
2022-04-01    0.030673
2022-05-01    0.037875
2022-06-01    0.057491
2022-07-01    0.120083
2022-08-01    0.106191
2022-09-01    0.099012
2022-10-01    0.066005
2022-11-01    0.052594
2022-12-01    0.064399
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 2, 12), 'ct']",0.00261449,0.451975527
111,"2022-01-01    0.028986
2022-02-01    0.027268
2022-03-01    0.022998
2022-04-01    0.025326
2022-05-01    0.031482
2022-06-01    0.052804
2022-07-01    0.118484
2022-08-01    0.092308
2022-09-01    0.078405
2022-10-01    0.050017
2022-11-01    0.045145
2022-12-01    0.049367
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 2, 12), 'ct']",0.001864823,0.51522641
112,"2022-01-01    0.019259
2022-02-01    0.019322
2022-03-01    0.016697
2022-04-01    0.016146
2022-05-01    0.021357
2022-06-01    0.042670
2022-07-01    0.105457
2022-08-01    0.077039
2022-09-01    0.064950
2022-10-01    0.036169
2022-11-01    0.028883
2022-12-01    0.030399
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 2, 12), 'ct']",0.00200353,0.492130467
113,"2022-01-01    0.020869
2022-02-01    0.022679
2022-03-01    0.018778
2022-04-01    0.020605
2022-05-01    0.027861
2022-06-01    0.050905
2022-07-01    0.105809
2022-08-01    0.082061
2022-09-01    0.062200
2022-10-01    0.042207
2022-11-01    0.031408
2022-12-01    0.032684
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 1, 2, 12), 'ct']",0.001859864,0.493439955
114,"2022-01-01    0.012637
2022-02-01    0.016342
2022-03-01    0.005788
2022-04-01    0.014436
2022-05-01    0.021345
2022-06-01    0.024052
2022-07-01    0.075661
2022-08-01    0.070778
2022-09-01    0.059685
2022-10-01    0.037344
2022-11-01    0.018879
2022-12-01    0.019575
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (2, 1, 1, 12), 'n']",0.000935347,0.55797533
115,"2022-01-01    0.012109
2022-02-01    0.017350
2022-03-01    0.010763
2022-04-01    0.015395
2022-05-01    0.021602
2022-06-01    0.034583
2022-07-01    0.081985
2022-08-01    0.067651
2022-09-01    0.059470
2022-10-01    0.039345
2022-11-01    0.022471
2022-12-01    0.021287
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (2, 1, 2, 12), 'n']",0.001243906,0.522746034
116,"2022-01-01    0.011193
2022-02-01    0.017781
2022-03-01    0.011406
2022-04-01    0.015892
2022-05-01    0.023439
2022-06-01    0.039622
2022-07-01    0.082587
2022-08-01    0.067076
2022-09-01    0.063783
2022-10-01    0.038288
2022-11-01    0.023208
2022-12-01    0.020674
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 1), (0, 1, 2, 12), 'n']",0.001235454,0.536541143
