cell,predictions,config,mse,nse
61,"2022-01-01    1762.181058
2022-02-01    1553.997043
2022-03-01    1595.673173
2022-04-01    1666.718434
2022-05-01    1639.300763
2022-06-01    1824.083177
2022-07-01    2408.935415
2022-08-01    3812.810836
2022-09-01    3002.445063
2022-10-01    2397.710232
2022-11-01    2216.044502
2022-12-01    1942.417966
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (0, 1, 0, 12), 'ct']",88858.7395,0.870415445
62,"2022-01-01    1706.153322
2022-02-01    1346.840366
2022-03-01    1352.012213
2022-04-01    1423.460650
2022-05-01    1370.084841
2022-06-01    1472.613316
2022-07-01    1937.113193
2022-08-01    3051.680587
2022-09-01    2554.745310
2022-10-01    2049.947681
2022-11-01    2176.060803
2022-12-01    1721.441549
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (0, 1, 0, 12), 'ct']",25452.4215,0.913192561
63,"2022-01-01    1494.673839
2022-02-01    1430.558007
2022-03-01    1398.642353
2022-04-01    1443.502377
2022-05-01    1496.342175
2022-06-01    1531.675565
2022-07-01    1822.069346
2022-08-01    2374.953215
2022-09-01    2477.102477
2022-10-01    2165.147138
2022-11-01    2020.892685
2022-12-01    1856.126083
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (2, 1, 2, 12), 'ct']",33941.18051,0.876617818
64,"2022-01-01    1554.873400
2022-02-01    1366.130973
2022-03-01    1364.643336
2022-04-01    1355.294237
2022-05-01    1352.077935
2022-06-01    1383.421869
2022-07-01    1785.690147
2022-08-01    2492.038897
2022-09-01    2066.137818
2022-10-01    1775.834561
2022-11-01    1771.897855
2022-12-01    1593.247085
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (1, 0, 0, 12), 't']",24041.32595,0.863689929
65,"2022-01-01    1697.955173
2022-02-01    1511.908136
2022-03-01    1513.816507
2022-04-01    1565.212958
2022-05-01    1592.086984
2022-06-01    1595.941324
2022-07-01    1820.980153
2022-08-01    2136.909344
2022-09-01    2168.364693
2022-10-01    1987.601860
2022-11-01    1952.300333
2022-12-01    1705.690122
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (2, 1, 2, 12), 't']",35740.221,0.78145564
66,"2022-01-01    1368.728486
2022-02-01    1234.391597
2022-03-01    1310.860417
2022-04-01    1457.341488
2022-05-01    1489.455641
2022-06-01    1542.050052
2022-07-01    1775.372668
2022-08-01    1979.242047
2022-09-01    1951.187662
2022-10-01    1837.005392
2022-11-01    1744.213853
2022-12-01    1381.623847
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (0, 1, 2, 12), 'c']",5044.873515,0.928445491
67,"2022-01-01    1468.589261
2022-02-01    1612.391522
2022-03-01    1648.275754
2022-04-01    1754.824767
2022-05-01    1778.517392
2022-06-01    1820.601053
2022-07-01    2154.591192
2022-08-01    2542.975205
2022-09-01    2375.320212
2022-10-01    2152.838972
2022-11-01    1733.686996
2022-12-01    1765.312965
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (0, 1, 2, 12), 'c']",13399.40078,0.884412075
68,"2022-01-01    1552.526578
2022-02-01    1647.348059
2022-03-01    1653.195733
2022-04-01    1685.293509
2022-05-01    1671.869446
2022-06-01    1704.895603
2022-07-01    2173.157637
2022-08-01    2835.890380
2022-09-01    2380.972098
2022-10-01    2067.586023
2022-11-01    1766.406058
2022-12-01    1793.831656
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (1, 0, 1, 12), 't']",32329.15123,0.813312058
69,"2022-01-01    1565.998579
2022-02-01    1601.301193
2022-03-01    1627.814429
2022-04-01    1736.835818
2022-05-01    1819.057181
2022-06-01    1857.097775
2022-07-01    2102.161317
2022-08-01    2432.250047
2022-09-01    2370.679117
2022-10-01    2255.745910
2022-11-01    2026.998809
2022-12-01    1936.065869
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (2, 1, 2, 12), 'ct']",36987.60811,0.788854765
70,"2022-01-01    1338.721517
2022-02-01    1488.122453
2022-03-01    1497.371799
2022-04-01    1466.161799
2022-05-01    1485.958997
2022-06-01    1603.759756
2022-07-01    2062.563680
2022-08-01    2621.370728
2022-09-01    2116.180893
2022-10-01    1943.494176
2022-11-01    1539.810577
2022-12-01    1601.130095
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (0, 1, 0, 12), 't']",42477.38684,0.73889203
71,"2022-01-01    1630.875287
2022-02-01    1348.395215
2022-03-01    1350.423913
2022-04-01    1421.049894
2022-05-01    1464.806084
2022-06-01    1495.248524
2022-07-01    1683.424555
2022-08-01    1887.791905
2022-09-01    1914.401431
2022-10-01    1960.828399
2022-11-01    2131.397618
2022-12-01    1734.344477
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (1, 0, 1, 12), 'ct']",18606.5516,0.829702309
72,"2022-01-01    1861.980638
2022-02-01    1181.664941
2022-03-01    1183.827053
2022-04-01    1206.023399
2022-05-01    1224.749903
2022-06-01    1216.938979
2022-07-01    1316.734723
2022-08-01    1450.959609
2022-09-01    1501.589124
2022-10-01    1553.301623
2022-11-01    2069.677258
2022-12-01    1295.252942
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 2), (0, 1, 1, 12), 'ct']",14335.13085,0.848814168
73,"2022-01-01    1711.986480
2022-02-01    1477.118679
2022-03-01    1463.862619
2022-04-01    1522.943937
2022-05-01    1574.794727
2022-06-01    1559.038029
2022-07-01    1709.745525
2022-08-01    1902.337791
2022-09-01    1940.866170
2022-10-01    1861.546780
2022-11-01    1720.439516
2022-12-01    1620.802292
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (2, 0, 2, 12), 'n']",3597.5452,0.901045758
74,"2022-01-01    1576.333503
2022-02-01    1558.601224
2022-03-01    1529.490684
2022-04-01    1562.992722
2022-05-01    1610.461688
2022-06-01    1625.448285
2022-07-01    1849.312057
2022-08-01    2253.221932
2022-09-01    2209.534651
2022-10-01    1978.246931
2022-11-01    1710.770211
2022-12-01    1707.094970
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (2, 1, 2, 12), 't']",7301.593478,0.877748248
75,"2022-01-01    1754.960252
2022-02-01    1886.004151
2022-03-01    1832.945309
2022-04-01    1827.273251
2022-05-01    1850.430672
2022-06-01    1896.075793
2022-07-01    2218.141736
2022-08-01    2701.304223
2022-09-01    2613.395955
2022-10-01    2287.549831
2022-11-01    1863.912606
2022-12-01    1984.331088
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (2, 1, 2, 12), 't']",10575.50431,0.914702281
76,"2022-01-01    2110.006301
2022-02-01    1879.562852
2022-03-01    1792.553508
2022-04-01    1748.854908
2022-05-01    1714.016470
2022-06-01    1843.217684
2022-07-01    2457.505796
2022-08-01    3021.041283
2022-09-01    2525.731039
2022-10-01    2173.653972
2022-11-01    2059.353105
2022-12-01    1989.812247
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (1, 0, 1, 12), 'n']",6024.264735,0.953862013
77,"2022-01-01    2518.192233
2022-02-01    2072.935231
2022-03-01    1995.317529
2022-04-01    1947.839126
2022-05-01    1939.500022
2022-06-01    2071.300218
2022-07-01    2789.239714
2022-08-01    3270.818509
2022-09-01    2923.536603
2022-10-01    2565.393997
2022-11-01    2622.390691
2022-12-01    2336.026684
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (0, 1, 0, 12), 'ct']",12023.37997,0.926301082
78,"2022-01-01    2651.463803
2022-02-01    2388.723015
2022-03-01    2284.827375
2022-04-01    2348.004002
2022-05-01    2568.502684
2022-06-01    2772.160734
2022-07-01    3196.763635
2022-08-01    3400.518380
2022-09-01    3149.813804
2022-10-01    2845.863759
2022-11-01    2735.285863
2022-12-01    2517.144800
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (0, 1, 0, 12), 'ct']",37275.21198,0.834218119
79,"2022-01-01    2662.933501
2022-02-01    2157.566008
2022-03-01    2108.784712
2022-04-01    2166.261950
2022-05-01    2442.089194
2022-06-01    2651.448323
2022-07-01    2958.502884
2022-08-01    3005.873364
2022-09-01    2790.890657
2022-10-01    2650.231219
2022-11-01    2922.989151
2022-12-01    2324.214632
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (0, 1, 0, 12), 'ct']",57263.21897,0.708138971
80,"2022-01-01    3098.964410
2022-02-01    2336.546129
2022-03-01    2252.745156
2022-04-01    2350.561491
2022-05-01    2695.995135
2022-06-01    2850.546087
2022-07-01    3076.214348
2022-08-01    3220.499917
2022-09-01    3052.402795
2022-10-01    2852.922981
2022-11-01    3353.060476
2022-12-01    2543.315279
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (0, 1, 0, 12), 'ct']",63840.1371,0.697304748
81,"2022-01-01    1988.504249
2022-02-01    1650.262829
2022-03-01    1636.018399
2022-04-01    1716.415466
2022-05-01    1839.734173
2022-06-01    1881.532416
2022-07-01    2005.781054
2022-08-01    2129.904802
2022-09-01    2113.283602
2022-10-01    2098.332345
2022-11-01    2475.131750
2022-12-01    1937.892962
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (1, 1, 2, 12), 'ct']",40890.34837,0.661878472
82,"2022-01-01    2134.533617
2022-02-01    3063.969343
2022-03-01    3385.076439
2022-04-01    3541.982817
2022-05-01    3709.786950
2022-06-01    4001.095810
2022-07-01    4301.269248
2022-08-01    4474.267981
2022-09-01    4331.151077
2022-10-01    4044.737188
2022-11-01    2495.443115
2022-12-01    3502.365476
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (2, 1, 2, 12), 't']",86386.75362,0.87625915
83,"2022-01-01    1890.666015
2022-02-01    1871.683063
2022-03-01    2625.200112
2022-04-01    3807.217160
2022-05-01    4562.734208
2022-06-01    5415.251256
2022-07-01    5942.768304
2022-08-01    6063.285353
2022-09-01    5490.302401
2022-10-01    4803.319449
2022-11-01    3526.336497
2022-12-01    3314.853545
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (0, 1, 0, 12), 'ct']",108312.6624,0.956671227
84,"2022-01-01    2755.554413
2022-02-01    2576.618009
2022-03-01    2740.724898
2022-04-01    3062.014218
2022-05-01    3486.156231
2022-06-01    4009.431990
2022-07-01    4361.022967
2022-08-01    4472.085067
2022-09-01    4343.820280
2022-10-01    3980.818421
2022-11-01    3793.814249
2022-12-01    3314.943950
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (0, 0, 1, 12), 't']",113960.4177,0.840248861
85,"2022-01-01    1708.062369
2022-02-01    2054.514481
2022-03-01    2210.403315
2022-04-01    2297.298685
2022-05-01    2415.203083
2022-06-01    2495.691378
2022-07-01    2625.676726
2022-08-01    2725.879288
2022-09-01    2674.517577
2022-10-01    2698.155036
2022-11-01    3246.991809
2022-12-01    2194.147618
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (0, 1, 1, 12), 'ct']",93544.01991,0.662004505
86,"2022-01-01    5734.693480
2022-02-01    5212.939762
2022-03-01    4855.975401
2022-04-01    4568.581410
2022-05-01    4542.090113
2022-06-01    4957.920141
2022-07-01    5434.347585
2022-08-01    5635.113248
2022-09-01    5778.630395
2022-10-01    5583.223375
2022-11-01    5578.540572
2022-12-01    5361.326157
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (2, 0, 2, 12), 'ct']",12817.77235,0.939561573
87,"2022-01-01    5160.010565
2022-02-01    5117.052244
2022-03-01    4723.405637
2022-04-01    4429.433552
2022-05-01    4382.347609
2022-06-01    4749.256660
2022-07-01    5344.276455
2022-08-01    5614.180833
2022-09-01    5744.363598
2022-10-01    5405.441907
2022-11-01    5106.788657
2022-12-01    5236.169298
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (0, 1, 2, 12), 'ct']",15997.9203,0.91876698
88,"2022-01-01    4791.593252
2022-02-01    4582.515039
2022-03-01    4207.736833
2022-04-01    3918.294585
2022-05-01    3860.626451
2022-06-01    4262.271245
2022-07-01    5184.928543
2022-08-01    5719.753518
2022-09-01    5730.780753
2022-10-01    5283.088673
2022-11-01    4806.604774
2022-12-01    4640.738784
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (2, 1, 1, 12), 'ct']",13155.70961,0.97091973
89,"2022-01-01    4504.943558
2022-02-01    3382.064943
2022-03-01    3081.630430
2022-04-01    2915.470927
2022-05-01    2914.897639
2022-06-01    3308.594408
2022-07-01    4771.556533
2022-08-01    5764.528476
2022-09-01    5559.492980
2022-10-01    4887.695233
2022-11-01    4901.956360
2022-12-01    3893.294988
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 0), (1, 1, 2, 12), 'ct']",21642.50704,0.980716789
90,"2022-01-01    4068.941447
2022-02-01    3100.841275
2022-03-01    2861.950993
2022-04-01    2760.444122
2022-05-01    2699.123762
2022-06-01    2945.407947
2022-07-01    4335.326434
2022-08-01    5236.732369
2022-09-01    5270.657998
2022-10-01    4657.194263
2022-11-01    4634.352680
2022-12-01    3608.006938
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (2, 1, 1, 12), 'ct']",30568.56553,0.967795913
91,"2022-01-01    2742.188150
2022-02-01    2359.580870
2022-03-01    2326.857975
2022-04-01    2392.967072
2022-05-01    2329.553035
2022-06-01    2503.626505
2022-07-01    3786.697440
2022-08-01    4973.315520
2022-09-01    5085.581567
2022-10-01    4130.995874
2022-11-01    3543.988955
2022-12-01    2840.521817
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (2, 1, 2, 12), 't']",43189.5144,0.966880822
92,"2022-01-01    2243.948595
2022-02-01    2093.623154
2022-03-01    2108.107486
2022-04-01    2219.752251
2022-05-01    2152.913122
2022-06-01    2409.943259
2022-07-01    3746.449942
2022-08-01    5198.056348
2022-09-01    4994.047112
2022-10-01    4057.091962
2022-11-01    3225.678163
2022-12-01    2750.346284
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (2, 1, 2, 12), 'ct']",81497.75835,0.949504124
93,"2022-01-01    2200.987285
2022-02-01    2058.196717
2022-03-01    2062.914651
2022-04-01    2189.419428
2022-05-01    2149.608087
2022-06-01    2297.531274
2022-07-01    3296.396786
2022-08-01    4895.050089
2022-09-01    4895.465493
2022-10-01    4039.172221
2022-11-01    3218.442515
2022-12-01    2547.596208
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (2, 1, 2, 12), 'c']",74426.12723,0.951280713
94,"2022-01-01    2077.072720
2022-02-01    1959.830293
2022-03-01    2006.021343
2022-04-01    2170.216176
2022-05-01    2186.063365
2022-06-01    2367.153100
2022-07-01    3476.093295
2022-08-01    4805.693858
2022-09-01    4446.530105
2022-10-01    3701.497590
2022-11-01    3057.984404
2022-12-01    2559.261531
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (2, 1, 2, 12), 'ct']",90561.07003,0.932447854
95,"2022-01-01    2053.440361
2022-02-01    1811.704041
2022-03-01    1858.463846
2022-04-01    1954.993628
2022-05-01    1946.750536
2022-06-01    2097.810455
2022-07-01    3012.772727
2022-08-01    4260.225760
2022-09-01    3959.087853
2022-10-01    3322.715014
2022-11-01    3049.807469
2022-12-01    2427.779882
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (2, 1, 2, 12), 'ct']",66192.10888,0.930859694
96,"2022-01-01    2355.468970
2022-02-01    2121.631455
2022-03-01    2089.543597
2022-04-01    2203.596411
2022-05-01    2178.953838
2022-06-01    2354.100433
2022-07-01    3317.368421
2022-08-01    4680.410472
2022-09-01    4585.580661
2022-10-01    3826.938576
2022-11-01    3367.770500
2022-12-01    2669.924006
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (2, 1, 2, 12), 'ct']",71303.02856,0.944566954
97,"2022-01-01    2359.551846
2022-02-01    2078.293189
2022-03-01    1986.704524
2022-04-01    2048.547646
2022-05-01    2035.558149
2022-06-01    2185.010536
2022-07-01    3145.461746
2022-08-01    4503.495433
2022-09-01    4545.100568
2022-10-01    3851.721447
2022-11-01    3173.783240
2022-12-01    2557.268537
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (2, 1, 2, 12), 'ct']",36867.06368,0.965714761
98,"2022-01-01    2142.566113
2022-02-01    1947.073830
2022-03-01    1989.731143
2022-04-01    2097.758371
2022-05-01    2123.132362
2022-06-01    2224.931262
2022-07-01    3073.601805
2022-08-01    4300.368824
2022-09-01    4193.081456
2022-10-01    3505.913104
2022-11-01    3143.189014
2022-12-01    2410.384914
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (2, 1, 2, 12), 'c']",61004.03319,0.938746283
99,"2022-01-01    1947.987332
2022-02-01    1823.121518
2022-03-01    1849.535071
2022-04-01    1945.759258
2022-05-01    1993.570889
2022-06-01    2094.370294
2022-07-01    2612.475328
2022-08-01    3489.400948
2022-09-01    3510.144730
2022-10-01    3208.088842
2022-11-01    2808.054830
2022-12-01    2379.800470
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (2, 1, 1, 12), 'ct']",99247.36554,0.873224518
100,"2022-01-01    1890.691940
2022-02-01    1746.340000
2022-03-01    1769.028901
2022-04-01    1906.498313
2022-05-01    1811.351618
2022-06-01    1969.964512
2022-07-01    2436.003588
2022-08-01    3504.780762
2022-09-01    3249.460555
2022-10-01    2757.087294
2022-11-01    2594.546573
2022-12-01    2091.756354
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (0, 1, 0, 12), 't']",110653.4971,0.849968086
101,"2022-01-01    1905.150332
2022-02-01    1737.183342
2022-03-01    1773.233172
2022-04-01    1803.299822
2022-05-01    1732.383292
2022-06-01    1863.483583
2022-07-01    2541.100694
2022-08-01    3830.234624
2022-09-01    3309.885375
2022-10-01    2761.552946
2022-11-01    2494.737337
2022-12-01    2149.438549
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (0, 1, 0, 12), 'ct']",72351.33343,0.892819352
102,"2022-01-01    1894.605973
2022-02-01    1741.328348
2022-03-01    1777.118528
2022-04-01    1857.096649
2022-05-01    1850.259149
2022-06-01    2291.942834
2022-07-01    3189.233030
2022-08-01    5199.629643
2022-09-01    4275.860621
2022-10-01    3084.528613
2022-11-01    2318.929114
2022-12-01    2192.456872
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (0, 1, 0, 12), 'ct']",35394.32245,0.96888248
103,"2022-01-01    1702.411486
2022-02-01    1605.192549
2022-03-01    1685.146771
2022-04-01    1857.710232
2022-05-01    1763.293888
2022-06-01    2042.360295
2022-07-01    3024.170913
2022-08-01    4359.802653
2022-09-01    3493.558978
2022-10-01    2628.866127
2022-11-01    2055.944785
2022-12-01    2008.156109
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (0, 1, 0, 12), 't']",43178.64299,0.936743992
104,"2022-01-01    1715.364034
2022-02-01    1660.796965
2022-03-01    1645.072684
2022-04-01    1707.749282
2022-05-01    1695.316651
2022-06-01    1747.407159
2022-07-01    2267.391248
2022-08-01    3145.535155
2022-09-01    3225.236152
2022-10-01    2620.458837
2022-11-01    2128.515807
2022-12-01    1935.516140
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (2, 1, 2, 12), 't']",80942.07331,0.875512859
105,"2022-01-01    1634.581732
2022-02-01    1543.425652
2022-03-01    1497.589245
2022-04-01    1540.421351
2022-05-01    1550.755705
2022-06-01    1698.026881
2022-07-01    2347.853609
2022-08-01    3386.454711
2022-09-01    2973.967971
2022-10-01    2678.758271
2022-11-01    2148.683865
2022-12-01    2010.856027
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (1, 0, 2, 12), 't']",25316.43195,0.935877589
106,"2022-01-01    1598.143988
2022-02-01    1462.743153
2022-03-01    1430.024936
2022-04-01    1438.828499
2022-05-01    1453.415125
2022-06-01    1484.199161
2022-07-01    1819.884346
2022-08-01    2507.834826
2022-09-01    2414.199475
2022-10-01    2086.394618
2022-11-01    1829.496617
2022-12-01    1696.543134
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (2, 1, 2, 12), 'c']",6855.409811,0.96338271
